service_id,store_id,service_group,merchant_name,merchant_address,store_name,store_address,store_longitude,store_latitude
1324711243256079431,7041754297301750005,shopping,CÔNG TY TNHH ROUTINE VIỆT NAM,"68 Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",Routine Rạch Giá,"190 Nguyễn Trung Trực, phường Vĩnh Bảo, Rạch Giá, Kiên Giang, Việt Nam",105.0887577,10.0018786
5654538597012118714,7485747261297066963,beverage,Công Ty TNHH BoBapop,"115 Cao Thắng, Phường 11, Quận  10, TP.HCM",Bobapop 3/6 A Tôn Đức Thắng,"3/6 A Tôn Đức Thắng, Phường Mỹ Bình, Thành phố Long Xuyên,An Giang",105.4348523,10.3889939
6573947514783036540,2924007050849236074,null,Công Ty CP Những Hạt Cà Phê Nói Chuyện,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",TWTTER BEANS COFFEE HOLA,"Khu DV04 khu CNC Láng Hòa Lạc, Xã Thạch Hoà, Huyện Thạch Thất, Hà Nội, VIỆT NAM",105.5310822,21.007833
4730332944869925968,9016913884991478105,beverage,Chi nhánh Nghệ An - Công ty Cổ phần Sáng tạo Ý tưởng Kinh doanh,"Số 1  Lê Hồng Phong, Phường Hưng Bình, Thành phố Vinh, Nghệ An, VIỆT NAM",Gong Cha Vinh,"1 Lê Hồng Phong, Phường Hưng Bình, Thành phố Vinh, Nghệ An, VIỆT NAM",105.6773999,18.6765424
1529371805079198010,5628412941614358171,fnb,TORANO,"1165 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Torano Hoài Đức,"Khu 7 Thị Trấn Trôi, Xã Yên Sở, Huyện Hoài Đức, Hà Nội, VIỆT NAM",105.7061651,21.0693027
1529371805079198010,8376045383107075520,fnb,TORANO,"1165 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Torano Cầu Diễn,"101  Đường 32, PHƯỜNG PHÚC DIỄN, QUẬN BẮC TỪ LIÊM, Hà Nội, VIỆT NAM",105.7511685,21.0453671
4223642432792532905,6904388929075517115,fnb,Cửa Hàng Fabi,"Ô Số 2 -SO1-CT3 Khu Đô Thị Mới An Hưng, Phường La Khê, Quận Hà Đông, Hà Nội, VIỆT NAM",Fabi Mart,"Ô Số 2 -SO1-CT3 Khu Đô Thị Mới An Hưng, Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội, VIỆT NAM",105.7547077,20.9730685
2934243555093972662,130291123518762999,fnb,Gà Mạnh Hoạch,Số 66 Ngõ 34 Phương Mai Phương Liên Đống Đa Hà Nội,Gà Mạnh Hoạch,"Lô 211 tổ 4 là khê La Khê, Phường La Khê, Quận Hà Đông, Hà Nội, VIỆT NAM",105.7615252,20.9724114
1331731186241134178,2921708118493888372,other offline payment services,"CÔNG TY TNHH BÁN LẺ SAKUKO VIỆT NAM ","Tầng 4 tòa nhà Trung Yên Plaza Lô đất o17, khu đô thị Trung Yên, , Phường Trung Hoà, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Sakuko Quang Trung,"494 Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội, VIỆT NAM",105.7629315,20.9609062
6947600923794307672,6812675735883377379,fnb,Công ty cổ phần KOMBO,"60 Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Kombo Nguyễn Cơ Thạch,"Kiot C3-4 Chung cư C3 Nguyễn Cơ Thạch, Mỹ Đình, Nam Từ Liêm, Hà Nội",105.7649738,21.0317782
417023939004436036,9133434177839340540,fnb,Đức Trang Bakery,"Tầng 1 Chung cư C5 Khu đô thị Mỹ Đình 1 Nguyễn Cơ Thạch, PHƯỜNG CẦU DIỄN, Quận Nam Từ Liêm, Hà Nội, VIỆT NAM",Đức Trang Bakery,"Tầng 1 Chung cư C5 Khu đô thị Mỹ Đình 1 Nguyễn Cơ Thạch, PHƯỜNG CẦU DIỄN, Quận Nam Từ Liêm, Hà Nội, VIỆT NAM",105.7653001,21.0341329
6573947514783036540,6612695632743857561,null,Công Ty CP Những Hạt Cà Phê Nói Chuyện,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",TWTTER BEANS COFFEE MĐI1,"Tầng 1, tòa nhà Golden Field 24 Nguyễn Cơ Thạch, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội, VIỆT NAM",105.7657076,21.0351615
2444871135670595807,1394128976689544610,other offline payment services,CÔNG TY CỔ PHẦN THƯƠNG MẠI GLOBAL FASHION,"96 Cao Thắng, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",VAS Đồng Tháp,"298 Nguyễn Sinh Sắc, Phường 1, Thành phố Sa Đéc, Đồng Tháp, VIỆT NAM",105.766564,10.290503
2170835392571376570,1150046870724489278,fnb,MR GOOD TEA,"CT1A-DN2 Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội, VIỆT NAM",MR GOOD TEA,"CT1A-DN2 Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội, VIỆT NAM",105.7683571,21.0333092
4942158102627391859,6625767933899464658,shopping,Công ty Cổ phần thế giới Phụ nữ,"25 Tôn Đản, phường 13, Quận 4, Hồ Chí Minh, Việt Nam",iBasic - CH Mậu Thân,"17 Mậu Thân, Ninh Kiều, Cần Thơ, Việt Nam",105.7740532,10.0332877
255344331244246119,3264167874934461701,beverage,Hộ kinh doanh Trà Kim Cương,"15 Hồng Bàng, Phường 1, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM",Gong Cha Cần Thơ,"P1-03, Vincom Center Cần Thơ, Số 209 30/4, Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ, VIỆT NAM",105.7746583,10.0245285
7640837096380101159,6713968858687621486,other offline payment services,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI GOOD GOODS,"37 đường 16 khu phố 4, Phường Tân Phú, Quận 7",Daiso Vincom Xuân Khánh,"Daiso Vincom Xuân Khánh, 209 Đường 30 Tháng 4, Cần Thơ",105.774923,10.024853
4719769865534913696,7560007221183666940,food,Công Ty TNHH Đức Nhân,"23L Hai Bà Trưng, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",Al Fresco's Royal City,"72 Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội, VIỆT NAM",105.775949,21.013599
8532453824534521631,8199451798412826103,fnb,"Công Ty Trách Nhiệm Hữu Hạn SAVOR Việt Nam ","Số 108 Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",Savor 126 Hồ Tùng mậu,"126 Đường Hồ Tùng Mậu, Mai Dịch, Cầu Giấy, Hà Nội, Việt Nam",105.776154,21.037171
8096805314010429417,7260964240571178362,food,CÔNG TY TNHH PARIS BAGUETTE HÀ NỘI,"Tầng 9, Tòa nhà văn phòng AC  Lô A1A cụm TTCN&CNN, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Paris Baguette Mỹ Đình,"B101 The Manor Mỹ Đình Khu đô thị Mỹ Đình, PHƯỜNG MỄ TRÌ, Quận Nam Từ Liêm, Hà Nội, VIỆT NAM",105.776583,21.014968
5654538597012118714,2171825800834524522,beverage,Công Ty TNHH BoBapop,"115 Cao Thắng, Phường 11, Quận  10, TP.HCM",Bobapop 64 Trần Phú,"64 Trần Phú, Thành Phố Thanh Hoá, Tỉnh Thanh Hóa, VIỆT NAM",105.7768926,19.8097035
7928728133347645647,3329159537100791925,fnb,Bún Bò Huế,"90 ngõ 165 chùa bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội, VIỆT NAM",Bún Bò Huế,"141 Lê Văn Hiến, PHƯỜNG CỔ NHUẾ 1, QUẬN BẮC TỪ LIÊM, Hà Nội, VIỆT NAM",105.7771498,21.0743039
6235022066769294325,823600610171305654,beverage,Chi nhánh Thanh Hóa - Công ty Cổ phần Sáng tạo Ý tưởng Kinh doanh,"Căn PG1-11 Shophouse Thanh Hóa, Khu đô thị mới Phường Điện Biên, Số 27 Trần Phú, Phường Điện Biên, T Trần Phú, Phường Điện Biên, Thành phố Thanh Hóa, Thanh Hóa, VIỆT NAM",Gong Cha Thanh Hóa,"Căn PG1-11 Shophouse Thanh Hóa, Khu đô thị mới Phường Điện Biên, Số 27 Trần Phú, Phường Điện Biên, Thành phố Thanh Hóa, Thanh Hóa, VIỆT NAM",105.7774819,19.8094008
6778625465845016942,2338728030581305211,food,Công Ty Cổ Phần Alfresco's Á Châu,"23L Hai Bà Trưng, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",Al Fresco's Garden,"1 Mễ Trì, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội, VIỆT NAM",105.778211,21.015695
6573947514783036540,4540151790580534769,null,Công Ty CP Những Hạt Cà Phê Nói Chuyện,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",TWTTER BEANS COFFEE ANBI,"Tầng 1, Tòa A5, An Bình City, 234 Phạm Văn Đồng, PHƯỜNG CỔ NHUẾ 1, QUẬN BẮC TỪ LIÊM, Hà Nội, VIỆT NAM",105.7783275,21.0502095
6573947514783036540,1844443705570595489,null,Công Ty CP Những Hạt Cà Phê Nói Chuyện,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",TWTTER BEANS COFFEE SODA,"Tầng 1, tòa nhà Sông Đà đường Phạm Hùng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội, VIỆT NAM",105.7809735,21.0177304
8532453824534521631,7400878708855813666,fnb,"Công Ty Trách Nhiệm Hữu Hạn SAVOR Việt Nam ","Số 108 Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",Savor Hoàng Quốc Việt,"435 Hoàng Quốc Việt, Cầu Giấy, Hà Nội, Việt Nam",105.7828373,21.0460538
255344331244246119,7988231169309837734,beverage,Hộ kinh doanh Trà Kim Cương,"15 Hồng Bàng, Phường 1, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM",Gong Cha Cần Thơ,"P1-03, Vincom Center Cần Thơ, Số 209 30/4, Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ, VIỆT NAM",105.7831432,10.0151132
9107214669541149753,2868227013912667119,food,CÔNG TY CỔ PHẦN FC & KMEAT VIỆT NAM,"230 Phố Xá Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội, VIỆT NAM","FOODCENTER TRẦN PHÚ		","85  Trần Phú, Phường Hà Cầu, Quận Hà Đông, Hà Nội, VIỆT NAM",105.7839691,20.977221
1058241667815469540,4572513983895587949,other offline payment services,CÔNG TY CP TMDV TVTK THỜI TRANG VIỆT,"189A Hai Bà Trưng , P.6, Quận 3 TPHCM",Concept Hưng Phúc 1 Cần Thơ,"Shop 29, lô số 01, KDC Hưng Phúc 1, P Hưng Phú, quận Cái Răng, Cần Thơ",105.784561,10.014268
6573947514783036540,82578457097144261,null,Công Ty CP Những Hạt Cà Phê Nói Chuyện,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",TWTTER BEANS COFFEE  VIEA,"Tầng 1 Tòa Nhà Việt Á Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.7848423,21.0306348
4545526623053894407,2593451281685614696,food,"CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ TRÚC ANH	","42 Trần Văn Khéo , Phường Cái Khế, Quận Ninh Kiều, Cần Thơ, VIỆT NAM",DON CHICKEN Trân Văn Khéo,"42 Trần Văn Khéo, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ, VIỆT NAM",105.785529,10.045196
6547291063756653115,2999652339764975737,food,CÔNG TY CỔ PHẦN BWS VIỆT NAM,"77  Trần Nhân Tôn , Phường 9, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",SCT," Sense City - Tầng trệt, số 01   Hòa Bình, Phường Tân An, Quận Ninh Kiều, Cần Thơ, VIỆT NAM",105.7857227,10.034443
4942158102627391859,1402945945190851137,shopping,Công ty Cổ phần thế giới Phụ nữ,"25 Tôn Đản, phường 13, Quận 4, Hồ Chí Minh, Việt Nam",iBasic - Vincom skylake HN,"L2-09A, Tầng L2, TTTM Vincom Plaza Skylake, Khu đô thị mới Cầu Giấy, Phường Mỹ Đình 1, Quận Nam Từ L",105.78634,21.0100492
8736972261938279055,8033090100392966550,fnb,MASTER TEA,"24B Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",Master Tea ( Trần Quốc Hoàn ),"Số 75 Trần Quốc Hoàn, Dịch Vọng Hậu, Cầu Giấy, Hà Nội",105.7866561,21.0415987
1492534056723042530,7583237550121164865,fnb,Lẩu cá kèo và bánh tráng Trảng Bàng,"Phòng 408 nhà G6A Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",Lẩu cá kèo và bánh tráng trảng bàng,"Nhà số 7 khu B liền kề A10 Nam Trung Yên, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.7879608,21.0180379
1529371805079198010,1956888802571263055,fnb,TORANO,"1165 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Torano 59 Xuân Thủy,"59 Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.7882002,21.0362066
4719769865534913696,3185524971768212808,food,Công Ty TNHH Đức Nhân,"23L Hai Bà Trưng, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",Al Fresco's Cầu Giấy,"106  Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.788293,21.032066
7272637017843485142,838193718327769282,fnb,Công ty Cổ Phần V-Food Việt Nam,"Số 20, Ngõ 145 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội, VIỆT NAM",Luôn Tươi Sạch,"72 Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.7888653,21.0339003
2924970720588960871,3798427279734602580,fnb,Chew tea,"số 7 B4 ngõ 201 trần quốc hoàn, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM"," Chew tea","7B4 Trần Quốc Hoàn, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.7891452,21.0415937
1529371805079198010,7573064886705871436,fnb,TORANO,"1165 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Torano 241 Trần Đăng Ninh,"241 Trần Đăng Ninh, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.790875,21.039911
6573947514783036540,2263511638099213162,null,Công Ty CP Những Hạt Cà Phê Nói Chuyện,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",TWTTER BEANS COFFEE TLN1,"Tầng 1, tòa nhà Thăng Long Number One số 1 đại lộ Thăng Long, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.7917352,21.0034828
6573947514783036540,5713194819904504852,null,Công Ty CP Những Hạt Cà Phê Nói Chuyện,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",TWTTER BEANS COFFEE HOME CITY,"Tầng 1, V4, Tòa nhà Home City, 177 Trung Kính, Cầu Giấy, Hà Nội",105.7921704,21.0159646
1331731186241134178,5983265394667330791,other offline payment services,"CÔNG TY TNHH BÁN LẺ SAKUKO VIỆT NAM ","Tầng 4 tòa nhà Trung Yên Plaza Lô đất o17, khu đô thị Trung Yên, , Phường Trung Hoà, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Sakuko Trần Đăng Ninh,"A3 Làng Quốc Tế Thăng Long, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.7931986,21.0391609
3891264094863370703,6239148440860718193,fnb,CỘT ĐIỆN QUÁN,"71 Đặng Văn Ngữ, Phường Trung Tự, Quận Đống Đa, Hà Nội, VIỆT NAM",CỘT ĐIỆN QUÁN 2,"Số 105 Tập thể C3 Nghĩa Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.7934126,21.0423697
3704863353937667980,290465394263249010,fnb,Công ty Cổ Phần Thương Mại Và Dịch Vụ SBO Việt Nam,"11 Nhà H9, Tập thể trường Đại học Sư Phạm Hà Nội, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Yakimono Vincom Trần Duy Hưng,"L4-04B Vincom Center Trần Duy Hưng, Trung Hòa, Cầu Giấy, Hà Nội",105.7938924,21.0051677
3704863353937667980,7822298856933676235,fnb,Công ty Cổ Phần Thương Mại Và Dịch Vụ SBO Việt Nam,"11 Nhà H9, Tập thể trường Đại học Sư Phạm Hà Nội, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Le Monde Steak - VINCOM TRẦN DUY HƯNG,"L4-04A Vincom Center Trần Duy Hưng,Trung Hòa,Cầu Giấy,Hà Nội",105.7938924,21.0051677
6778625465845016942,2677654020637664824,food,Công Ty Cổ Phần Alfresco's Á Châu,"23L Hai Bà Trưng, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",Al Fresco's Trần Duy Hưng,"Lô L5-06 TTTM Vincom Trần Duy Hưng , 119 Trần Duy Hưng, Trung Hoà, Đống Đa, Hà Nội",105.794233,21.00511
6778625465845016942,2797760526828197512,food,Công Ty Cổ Phần Alfresco's Á Châu,"23L Hai Bà Trưng, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",Pepperoni's Trần Đăng Ninh,"37 Trần Đăng Ninh, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.794391,21.036824
1324711243256079431,2220049295033766075,shopping,CÔNG TY TNHH ROUTINE VIỆT NAM,"68 Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",Routine Trần Duy Hưng,"L2-13A Vincom Star City Trần Duy Hưng, Q. Cầu Giấy, HN",105.7948463,21.0061795
8532453824534521631,498105049231273124,fnb,"Công Ty Trách Nhiệm Hữu Hạn SAVOR Việt Nam ","Số 108 Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",Savor Nguyễn Chánh,"Số 22,Nguyễn Chánh,Trung Hòa,Cầu Giấy,Hà Nội",105.7950634,21.0087856
7602277713859172296,5984612769095498982,beverage,CÔNG TY CỔ PHẦN KEM AN MINH,"77 Trần Nhân Tông, Phường 9, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM","Swensen's Vincom Center ","Tầng 5, TTTM Vincom Center 119 Trần Duy Hưng, Quận Đống Đa, Hà Nội, VIỆT NAM",105.7952452,21.006658
1529371805079198010,5775721790336121233,fnb,TORANO,"1165 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Torano 198 Trần Duy Hưng,"198 Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.795517,21.007837
1529371805079198010,4741876803398871271,fnb,TORANO,"1165 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Torano 330 Nguyễn Trãi,"330 Nguyễn Trãi, PHƯỜNG TRUNG VĂN, Quận Nam Từ Liêm, Hà Nội, VIỆT NAM",105.7957238,20.9863264
1331731186241134178,3207118793767876135,other offline payment services,"CÔNG TY TNHH BÁN LẺ SAKUKO VIỆT NAM ","Tầng 4 tòa nhà Trung Yên Plaza Lô đất o17, khu đô thị Trung Yên, , Phường Trung Hoà, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Sakuko Trần Duy Hưng,"190 Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.7973403,21.0091589
6573947514783036540,257546704825556390,null,Công Ty CP Những Hạt Cà Phê Nói Chuyện,"29 ngõ 93 phố Vũ Hữu  Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",TWTTER BEANS COFFEE LICO,"Tầng 1, tòa Licogi 13 số 164 Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội, VIỆT NAM",105.7980471,20.9988824
5051997657856298904,5725940404781346568,supermarket,Công Ty TNHH Wang Wang Việt Nam,"Số 29 Bùi Huy Bích,Phường Hoàng Liệt,Quận Hoàng Mai,Thành Phố Hà Nội,Việt Nam",Công Ty TNHH Wang Wang Việt Nam,"Nhà B14 KĐT Pandora Số 53,Triều Khúc,Tân Triều,Thanh Trì,Hà Nội",105.7984049,20.9860572
4501300687807117702,8183605412983319752,beverage,CÔNG TY TNHH MỸ THỰC HƯNG THỊNH,"Số 128 Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Feeling Tea 48 Lương Thế Vinh,"48 Lương Thế Vinh, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội, VIỆT NAM",105.798673,20.989249
